date,avg_sentiment,max_sentiment,min_sentiment,sentiment_std,news_count,pos_ratio,neg_ratio,neu_ratio,ticker
2026-03-17,-0.11202520993538201,0.6938281944021583,-0.9401481077075005,0.6041296369738598,12,0.21669528322915235,0.3287204931645344,0.45458420800666016,MSFT
2026-03-18,-0.04924435627181083,0.8667061072774231,-0.9556263061240315,0.49167579361887104,20,0.19076160113327206,0.24000595740508288,0.5692324435338378,MSFT
2026-03-19,0.04543689040369109,0.9336768556386232,-0.7611203156411648,0.3448005394544952,19,0.16059724035623826,0.11516034995254718,0.7242423988094455,MSFT
2026-03-20,-0.15935563412494957,0.82124715577811,-0.9401481077075005,0.5948362055211769,12,0.1753599193568031,0.3347155534817527,0.48992452103023726,MSFT
2026-03-21,-0.30051248068256037,0.3997750645503402,-0.931402537971735,0.5779517410541039,7,0.10805199348500796,0.40856447416756836,0.48338350866522106,MSFT
2026-03-22,0.023596643120981753,0.15330278407782316,-0.2858390733599663,0.14330885368249693,8,0.08591017290018499,0.062313529779203236,0.8517762869596481,MSFT
2026-03-23,0.13914296766743064,0.9270876245573163,-0.9306215345859528,0.5442692922587431,20,0.29458664073608815,0.15544367306865753,0.5499696856364608,MSFT
