date,Open,High,Low,Close,Volume,avg_sentiment,max_sentiment,min_sentiment,sentiment_std,news_count,pos_ratio,neg_ratio,neu_ratio,rsi,macd,macd_signal,bb_high,bb_low,bb_width,ema_20,atr,volume_ma7,volume_ratio,sentiment_lag1,sentiment_lag2,sentiment_lag3,sentiment_roll3,sentiment_roll7,price_change_1d,price_change_3d,price_change_5d,high_low_ratio,target,ticker
2025-04-30,387.3347110069874,393.6464071015826,381.5192464831796,392.2570495605469,36461100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.51146298998743,1.2592816317381903,,401.05811400807465,349.26472229563626,13.805628512544377,380.0472822183395,11.93245038173252,21321500.0,1.7100626128555683,0.0,0.0,0.0,0.0,0.0,0.0030961136761396,0.008702313164145936,0.05574396374414814,1.0317864976149707,1,MSFT
2025-05-01,427.8346397458207,433.669971462135,421.6718285206496,422.16802978515625,58938100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.9017294866456,4.411311765685241,,410.335404874303,344.280561922572,17.506876572494097,384.05878198660776,14.038198347436492,26957657.14285714,2.1863212996466417,0.0,0.0,0.0,0.0,0.0,0.07625351859990581,0.08753441684772456,0.09837338560112863,1.0284537456143998,1,MSFT
2025-05-02,428.4598783453456,436.1013902925972,426.7231738378541,431.9729919433594,30757400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.67689911845954,7.612741908711939,,420.8960212323953,339.8897148515891,21.295432482152584,388.6220400777269,14.030709930293954,28416500.0,1.0823781957665441,0.0,0.0,0.0,0.0,0.0,0.023225259769653617,0.10465938067112934,0.11083320665839569,1.021977284173244,1,MSFT
2025-05-05,429.58128511716615,436.1609188409604,428.827049490993,432.8562316894531,20136100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.91821011606748,10.104687876199478,,429.1820528148958,339.17869242436194,23.427370788576134,392.8348202312247,13.552364174556343,28117042.85714286,0.7161528366374639,0.0,0.0,0.0,0.0,0.0,0.0020446642789406777,0.10350147224731909,0.11506797364276578,1.0171021612528233,0,MSFT
2025-05-06,428.91639204817295,434.4043769104007,427.8942186382879,430.0179443359375,15104200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.64525966126139,11.715497972085018,,435.0479578101704,340.8004644310406,24.29533673778053,396.37607014595926,13.049349467238946,27564328.57142857,0.5479618326584618,0.0,0.0,0.0,0.0,0.0,-0.006557113299345829,0.018594289469944236,0.09965985125730792,1.015214410451327,1,MSFT
2025-05-07,430.54391525930873,434.79139692835327,427.8346454163337,430.0576477050781,23295300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.65838827146042,12.84718594592016,,439.31555059088106,344.35201227532986,24.235669004399902,399.58383943730394,12.614163899008991,28523742.85714286,0.8166985699131851,0.0,0.0,0.0,0.0,0.0,9.232956359972455e-05,-0.004433944422461478,0.09636690580036733,1.0162603743912555,1,MSFT
2025-05-08,434.6028672327044,440.2992788018954,432.3501242134362,434.841064453125,23491300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.26450410944229,13.96901249283269,,445.1735645349598,343.22577628535277,25.861966891938938,402.9416703911917,12.444697270281011,29740500.0,0.7898757586456179,0.0,0.0,0.0,0.0,0.0,0.011122733832481968,0.004585431878674884,0.030018935053936158,1.0183859195204834,1,MSFT
2025-05-09,436.6570993033328,437.3914674607305,432.5684058555715,435.3967590332031,15324200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.45271943571566,14.733074312410395,,450.48616873171477,343.6075751647696,26.918381963950466,406.0326312142404,11.900294722772298,26720942.85714286,0.5734902425384903,0.0,0.0,0.0,0.0,0.0,0.0012779257193131777,0.012508349402888141,0.007925882297504128,1.0111498240275305,1,MSFT
2025-05-12,442.551987565255,445.9559209816134,436.43878433354007,445.8467712402344,22821900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.76531789908447,15.997419169764044,11.07773873064022,457.23903857423954,342.8895045165808,28.582790864062257,409.8244540738589,11.804499524603584,21561485.714285713,1.0584567456257985,0.0,0.0,0.0,0.0,0.0,0.02400112538787713,0.03671396990476028,0.030011210650886744,1.0218063494577054,0,MSFT
2025-05-13,444.3780084465138,447.2460663261757,441.9763809723924,445.7276916503906,23618800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.64794860081437,16.796196749757144,12.221430334463605,463.1301982738119,343.08474923595367,29.780010754862406,413.2438100335286,11.337727083830705,20541685.714285713,1.1497985281497276,0.0,0.0,0.0,0.0,0.0,-0.0002670863568496884,0.025035876524120537,0.03653277153053036,1.0119230021798664,1,MSFT
